epoch,train_loss,f1,le,de,rde,seld_err
1,0.024082785636264925,6.73,25.598,70.753,0.4931,0.5227
3,0.011793181145962684,10.563,23.031,57.21,0.3849,0.4691
5,0.008432133272583945,12.006,18.764,66.176,0.3881,0.4574
7,0.006859226300382348,13.915,21.723,53.429,0.3163,0.4326
9,0.005791145502913954,12.742,27.18,55.708,0.3332,0.4523
